#40 atom cell of AgTaO3 (8 Ag, 8 Ta and 24 O) used in
#H. Gao, et al., Modelling Simul. Mater. Sci. Eng. 21 (2013) 055002
#The atomic configuration is shown in Fig. 2c of that paper.

40 atoms
3 atom types

0 7.760620 xlo xhi
0 7.758773 ylo yhi
0 7.757005 zlo zhi
0.169297 0.169297 0.165643 xy xz yz

Masses

1 107.8682
2 180.9479
3 15.9994

Atoms

1	1	0.857885	1.9402975	1.9402975	1.9402975
2	1	0.857885	5.8208925	5.8208925	5.8208925
3	1	0.857885	1.9402975	5.8208925	5.8208925
4	1	0.857885	5.8208925	1.9402975	5.8208925
5	1	0.857885	5.8208925	5.8208925	1.9402975
6	1	0.857885	1.9402975	1.9402975	5.8208925
7	1	0.857885	1.9402975	5.8208925	1.9402975
8	1	0.857885	5.8208925	1.9402975	1.9402975
9	2	6.70722 0	0	0
10	2	6.70722	3.880595	3.880595	3.880595
11	2	6.70722	3.880595	3.880595	0
12	2	6.70722	3.880595	0	3.880595
13	2	6.70722	0	3.880595	3.880595
14	2	6.70722	3.880595	0	0
15	2	6.70722	0	3.880595	0
16	2	6.70722	0	0	3.880595
17	3	-2.521702	3.59467142	4.16651858	5.8208925
18	3	-2.521702	4.16651858	3.59467142	1.9402975
19	3	-2.521702	5.8208925	3.59467142	4.16651858
20	3	-2.521702	1.9402975	4.16651858	3.59467142
21	3	-2.521702	4.16651858	5.8208925	3.59467142
22	3	-2.521702	3.59467142	1.9402975	4.16651858
23	3	-2.521702	4.16651858	7.47526642	5.8208925
24	3	-2.521702	5.8208925	7.47526642	0.28592358
25	3	-2.521702	1.9402975	0.28592358	7.47526642
26	3	-2.521702	3.59467142	5.8208925	0.28592358
27	3	-2.521702	0.28592358	3.59467142	5.8208925
28	3	-2.521702	1.9402975	3.59467142	0.28592358
29	3	-2.521702	0.28592358	5.8208925	7.47526642
30	3	-2.521702	7.47526642	1.9402975	0.28592358
31	3	-2.521702	7.47526642	0.28592358	5.8208925
32	3	-2.521702	0.28592358	7.47526642	1.9402975
33	3	-2.521702	1.9402975	7.47526642	4.16651858
34	3	-2.521702	7.47526642	5.8208925	4.16651858
35	3	-2.521702	5.8208925	4.16651858	7.47526642
36	3	-2.521702	4.16651858	1.9402975	7.47526642
37	3	-2.521702	5.8208925	0.28592358	3.59467142
38	3	-2.521702	0.28592358	1.9402975	3.59467142
39	3	-2.521702	3.59467142	0.28592358	1.9402975
40	3	-2.521702	7.47526642	4.16651858	1.9402975
