     3000  0.883529400000D+00  0.619532644900D+01  0.5647806143D+03    1    0
 0.777156940000D+01  0.775384620000D+01  0.773614810000D+01  0.771847500000D+01
 0.770082690000D+01  0.768320390000D+01  0.766560580000D+01  0.764803270000D+01
 0.763048460000D+01  0.761296150000D+01  0.759546320000D+01  0.757798990000D+01
 0.756054150000D+01  0.754311800000D+01  0.752571930000D+01  0.750834550000D+01
 0.749099650000D+01  0.747367230000D+01  0.745637300000D+01  0.743909840000D+01
 0.742184860000D+01  0.740462350000D+01  0.738742310000D+01  0.737024750000D+01
 0.735309660000D+01  0.733597030000D+01  0.731886870000D+01  0.730179180000D+01
 0.728473950000D+01  0.726771180000D+01  0.725070870000D+01  0.723373020000D+01
 0.721677620000D+01  0.719984680000D+01  0.718294190000D+01  0.716606160000D+01
 0.714920570000D+01  0.713237430000D+01  0.711556740000D+01  0.709878490000D+01
 0.708202690000D+01  0.706529330000D+01  0.704858400000D+01  0.703189920000D+01
 0.701523870000D+01  0.699860250000D+01  0.698199070000D+01  0.696540320000D+01
 0.694884000000D+01  0.693230110000D+01  0.691578640000D+01  0.689929600000D+01
 0.688282980000D+01  0.686638790000D+01  0.684997010000D+01  0.683357650000D+01
 0.681720700000D+01  0.680086180000D+01  0.678454060000D+01  0.676824350000D+01
 0.675197060000D+01  0.673572170000D+01  0.671949690000D+01  0.670329610000D+01
 0.668711940000D+01  0.667096670000D+01  0.665483790000D+01  0.663873320000D+01
 0.662265240000D+01  0.660659550000D+01  0.659056260000D+01  0.657455360000D+01
 0.655856850000D+01  0.654260730000D+01  0.652666990000D+01  0.651075640000D+01
 0.649486670000D+01  0.647900080000D+01  0.646315870000D+01  0.644734040000D+01
 0.643154580000D+01  0.641577500000D+01  0.640002790000D+01  0.638430450000D+01
 0.636860480000D+01  0.635292880000D+01  0.633727650000D+01  0.632164780000D+01
 0.630604270000D+01  0.629046130000D+01  0.627490340000D+01  0.625936910000D+01
 0.624385840000D+01  0.622837120000D+01  0.621290750000D+01  0.619746740000D+01
 0.618205070000D+01  0.616665750000D+01  0.615128780000D+01  0.613594150000D+01
 0.612061870000D+01  0.610531920000D+01  0.609004320000D+01  0.607479050000D+01
 0.605956120000D+01  0.604435520000D+01  0.602917260000D+01  0.601401330000D+01
 0.599887720000D+01  0.598376440000D+01  0.596867490000D+01  0.595360870000D+01
 0.593856560000D+01  0.592354580000D+01  0.590854920000D+01  0.589357570000D+01
 0.587862540000D+01  0.586369820000D+01  0.584879420000D+01  0.583391330000D+01
 0.581905540000D+01  0.580422070000D+01  0.578940890000D+01  0.577462030000D+01
 0.575985460000D+01  0.574511200000D+01  0.573039240000D+01  0.571569570000D+01
 0.570102200000D+01  0.568637120000D+01  0.567174340000D+01  0.565713850000D+01
 0.564255640000D+01  0.562799720000D+01  0.561346090000D+01  0.559894750000D+01
 0.558445680000D+01  0.556998900000D+01  0.555554390000D+01  0.554112170000D+01
 0.552672210000D+01  0.551234540000D+01  0.549799130000D+01  0.548366000000D+01
 0.546935130000D+01  0.545506530000D+01  0.544080200000D+01  0.542656130000D+01
 0.541234320000D+01  0.539814780000D+01  0.538397490000D+01  0.536982460000D+01
 0.535569690000D+01  0.534159170000D+01  0.532750900000D+01  0.531344880000D+01
 0.529941120000D+01  0.528539600000D+01  0.527140320000D+01  0.525743290000D+01
 0.524348500000D+01  0.522955950000D+01  0.521565640000D+01  0.520177570000D+01
 0.518791730000D+01  0.517408130000D+01  0.516026760000D+01  0.514647620000D+01
 0.513270710000D+01  0.511896020000D+01  0.510523570000D+01  0.509153330000D+01
 0.507785320000D+01  0.506419530000D+01  0.505055950000D+01  0.503694600000D+01
 0.502335460000D+01  0.500978530000D+01  0.499623820000D+01  0.498271310000D+01
 0.496921020000D+01  0.495572930000D+01  0.494227050000D+01  0.492883370000D+01
 0.491541890000D+01  0.490202610000D+01  0.488865540000D+01  0.487530650000D+01
 0.486197970000D+01  0.484867480000D+01  0.483539180000D+01  0.482213070000D+01
 0.480889150000D+01  0.479567420000D+01  0.478247870000D+01  0.476930500000D+01
 0.475615320000D+01  0.474302320000D+01  0.472991500000D+01  0.471682850000D+01
 0.470376380000D+01  0.469072080000D+01  0.467769960000D+01  0.466470000000D+01
 0.465172210000D+01  0.463876600000D+01  0.462583140000D+01  0.461291850000D+01
 0.460002720000D+01  0.458715750000D+01  0.457430940000D+01  0.456148290000D+01
 0.454867790000D+01  0.453589450000D+01  0.452313260000D+01  0.451039220000D+01
 0.449767320000D+01  0.448497580000D+01  0.447229980000D+01  0.445964520000D+01
 0.444701200000D+01  0.443440030000D+01  0.442180990000D+01  0.440924090000D+01
 0.439669330000D+01  0.438416690000D+01  0.437166190000D+01  0.435917820000D+01
 0.434671580000D+01  0.433427470000D+01  0.432185480000D+01  0.430945610000D+01
 0.429707870000D+01  0.428472250000D+01  0.427238740000D+01  0.426007350000D+01
 0.424778080000D+01  0.423550920000D+01  0.422325870000D+01  0.421102930000D+01
 0.419882100000D+01  0.418663380000D+01  0.417446760000D+01  0.416232250000D+01
 0.415019840000D+01  0.413809520000D+01  0.412601310000D+01  0.411395190000D+01
 0.410191170000D+01  0.408989240000D+01  0.407789400000D+01  0.406591650000D+01
 0.405395990000D+01  0.404202420000D+01  0.403010930000D+01  0.401821530000D+01
 0.400634210000D+01  0.399448960000D+01  0.398265800000D+01  0.397084710000D+01
 0.395905700000D+01  0.394728760000D+01  0.393553890000D+01  0.392381090000D+01
 0.391210360000D+01  0.390041700000D+01  0.388875100000D+01  0.387710570000D+01
 0.386548090000D+01  0.385387680000D+01  0.384229320000D+01  0.383073020000D+01
 0.381918780000D+01  0.380766590000D+01  0.379616450000D+01  0.378468360000D+01
 0.377322320000D+01  0.376178320000D+01  0.375036370000D+01  0.373896470000D+01
 0.372758600000D+01  0.371622780000D+01  0.370488990000D+01  0.369357240000D+01
 0.368227520000D+01  0.367099840000D+01  0.365974190000D+01  0.364850560000D+01
 0.363728970000D+01  0.362609400000D+01  0.361491860000D+01  0.360376340000D+01
 0.359262840000D+01  0.358151360000D+01  0.357041900000D+01  0.355934460000D+01
 0.354829030000D+01  0.353725610000D+01  0.352624210000D+01  0.351524810000D+01
 0.350427430000D+01  0.349332050000D+01  0.348238670000D+01  0.347147300000D+01
