     3000  0.034156203         3.35988998      902.0565689    0    1
-0.189132922469D+01 -0.190964422815D+01 -0.192767675040D+01 -0.194544587290D+01
-0.196296817645D+01 -0.198025811416D+01 -0.199732832265D+01 -0.201418988290D+01
-0.203085253975D+01 -0.204732488742D+01 -0.206361452686D+01 -0.207972819962D+01
-0.209567190227D+01 -0.211145098180D+01 -0.212707002560D+01 -0.214253289088D+01
-0.215784315174D+01 -0.217300415592D+01 -0.218801903987D+01 -0.220289074368D+01
-0.221762202552D+01 -0.223221547557D+01 -0.224667352916D+01 -0.226099847921D+01
-0.227519247074D+01 -0.228925633690D+01 -0.230318900571D+01 -0.231698944204D+01
-0.233065681954D+01 -0.234419049967D+01 -0.235759001314D+01 -0.237085504324D+01
-0.238398541096D+01 -0.239698106164D+01 -0.240984205298D+01 -0.242256854423D+01
-0.243516078650D+01 -0.244761898023D+01 -0.245994400339D+01 -0.247213654196D+01
-0.248419746563D+01 -0.249612767490D+01 -0.250792809640D+01 -0.251959967871D+01
-0.253114338867D+01 -0.254256020806D+01 -0.255385113071D+01 -0.256501715992D+01
-0.257605930614D+01 -0.258697858493D+01 -0.259777597853D+01 -0.260845230815D+01
-0.261900842937D+01 -0.262944514628D+01 -0.263976158566D+01 -0.264995592596D+01
-0.266002662919D+01 -0.266997243875D+01 -0.267979235194D+01 -0.268948559477D+01
-0.269905159880D+01 -0.270848998007D+01 -0.271780051976D+01 -0.272698314668D+01
-0.273603792134D+01 -0.274496502144D+01 -0.275376472878D+01 -0.276243741741D+01
-0.277098354285D+01 -0.277940363246D+01 -0.278769827666D+01 -0.279586812107D+01
-0.280391385941D+01 -0.281183650229D+01 -0.281963849015D+01 -0.282732264286D+01
-0.283489168344D+01 -0.284234824097D+01 -0.284969485379D+01 -0.285693397260D+01
-0.286406796361D+01 -0.287109911153D+01 -0.287802962257D+01 -0.288486162732D+01
-0.289159718361D+01 -0.289823827918D+01 -0.290478683442D+01 -0.291124470487D+01
-0.291761368378D+01 -0.292389550441D+01 -0.293009184245D+01 -0.293620431817D+01
-0.294223449860D+01 -0.294818389960D+01 -0.295405398783D+01 -0.295984618264D+01
-0.296556185795D+01 -0.297120234396D+01 -0.297676892887D+01 -0.298226286049D+01
-0.298768534777D+01 -0.299303756232D+01 -0.299832063984D+01 -0.300353568146D+01
-0.300868375351D+01 -0.301376584517D+01 -0.301878286606D+01 -0.302373569778D+01
-0.302862519759D+01 -0.303345219933D+01 -0.303821751424D+01 -0.304292193179D+01
-0.304756622041D+01 -0.305215112832D+01 -0.305667738413D+01 -0.306114569765D+01
-0.306555676045D+01 -0.306991125746D+01 -0.307420989896D+01 -0.307845339188D+01
-0.308264243052D+01 -0.308677769663D+01 -0.309085985943D+01 -0.309488957574D+01
-0.309886749007D+01 -0.310279423471D+01 -0.310667042995D+01 -0.311049668412D+01
-0.311427359383D+01 -0.311800174410D+01 -0.312168170853D+01 -0.312531404951D+01
-0.312889931835D+01 -0.313243804258D+01 -0.313593078131D+01 -0.313937804357D+01
-0.314278034130D+01 -0.314613817621D+01 -0.314945203993D+01 -0.315272241424D+01
-0.315594977128D+01 -0.315913457374D+01 -0.316227727507D+01 -0.316537831965D+01
-0.316843814305D+01 -0.317145717217D+01 -0.317443582544D+01 -0.317737451304D+01
-0.318027363706D+01 -0.318313359171D+01 -0.318595476346D+01 -0.318873753127D+01
-0.319148226674D+01 -0.319418933426D+01 -0.319685909123D+01 -0.319949188818D+01
-0.320208806897D+01 -0.320464797092D+01 -0.320717192498D+01 -0.320966025588D+01
-0.321211328227D+01 -0.321453131688D+01 -0.321691466667D+01 -0.321926363293D+01
-0.322157851147D+01 -0.322385959271D+01 -0.322610716182D+01 -0.322832149882D+01
-0.323050285387D+01 -0.323265140867D+01 -0.323476733260D+01 -0.323685079329D+01
-0.323890195673D+01 -0.324092098720D+01 -0.324290804737D+01 -0.324486329830D+01
-0.324678689943D+01 -0.324867900868D+01 -0.325053978241D+01 -0.325236937548D+01
-0.325416794124D+01 -0.325593563161D+01 -0.325767259706D+01 -0.325937898665D+01
-0.326105494803D+01 -0.326270062753D+01 -0.326431617009D+01 -0.326590171937D+01
-0.326745741772D+01 -0.326898340620D+01 -0.327047982465D+01 -0.327194681167D+01
-0.327338450464D+01 -0.327479303978D+01 -0.327617255251D+01 -0.327752318630D+01
-0.327884509287D+01 -0.328013842317D+01 -0.328140332694D+01 -0.328263995273D+01
-0.328384844743D+01 -0.328502890794D+01 -0.328618134149D+01 -0.328730574803D+01
-0.328840213016D+01 -0.328947049300D+01 -0.329051084411D+01 -0.329152319344D+01
-0.329250755322D+01 -0.329346393790D+01 -0.329439239291D+01 -0.329529330529D+01
-0.329616724955D+01 -0.329701479003D+01 -0.329783647923D+01 -0.329863285811D+01
-0.329940445630D+01 -0.330015179239D+01 -0.330087537414D+01 -0.330157569874D+01
-0.330225325302D+01 -0.330290851372D+01 -0.330354194766D+01 -0.330415401201D+01
-0.330474515446D+01 -0.330531581344D+01 -0.330586641833D+01 -0.330639738966D+01
-0.330690913927D+01 -0.330740207056D+01 -0.330787657859D+01 -0.330833305036D+01
-0.330877186489D+01 -0.330919339345D+01 -0.330959799971D+01 -0.330998603990D+01
-0.331035786297D+01 -0.331071381077D+01 -0.331105421814D+01 -0.331137941315D+01
-0.331168975302D+01 -0.331198584687D+01 -0.331226839791D+01 -0.331253793386D+01
-0.331279480780D+01 -0.331303935807D+01 -0.331327191084D+01 -0.331349280128D+01
-0.331370234185D+01 -0.331390084371D+01 -0.331408861150D+01 -0.331426594345D+01
-0.331443313150D+01 -0.331459046150D+01 -0.331473821327D+01 -0.331487666077D+01
-0.331500607080D+01 -0.331512670886D+01 -0.331523883060D+01 -0.331534268772D+01
-0.331543852667D+01 -0.331552658869D+01 -0.331560710995D+01 -0.331568032163D+01
-0.331574645009D+01 -0.331580571688D+01 -0.331585833894D+01 -0.331590452859D+01
-0.331594449373D+01 -0.331597843786D+01 -0.331600656021D+01 -0.331602905579D+01
-0.331604611553D+01 -0.331605792632D+01 -0.331606467113D+01 -0.331606652899D+01
-0.331606361791D+01 -0.331605588971D+01 -0.331604326944D+01 -0.331602568615D+01
-0.331600307043D+01 -0.331597535405D+01 -0.331594247003D+01 -0.331590435253D+01
-0.331586093689D+01 -0.331581215957D+01 -0.331575795818D+01 -0.331569827142D+01
-0.331563303908D+01 -0.331556220199D+01 -0.331548570208D+01 -0.331540348228D+01
-0.331531548654D+01 -0.331522165981D+01 -0.331512194803D+01 -0.331501629812D+01
-0.331490465792D+01 -0.331478697624D+01 -0.331466320279D+01 -0.331453328820D+01
